,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
88384,922233787208,"""
David Kellermann
DID YOU TAG MY PAGE CUNT???????????????????????????????????
BACK OFF BITCH!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
ITS A CURRENT EVENT,
MMMMMMMMMMMMMMMMMMMMMMMMMMK
MOTHER FUCKER,
PEOPLE WANNA KNOW WHEN THEY GOOGLE, THAT WIKI GOT THEIR BACK,
AND ITS ON THE NEWS
""""David Kellermann""""
ITS ON THE NEWS,
AND IF YOU GOOGLE IT AT THE MOMENT, WIKI ANT GOT THE BACK,
GET IT?
BITCH

""",1,1,1,0,1,1
88542,923986262886,fuck you shut the fuck up,1,1,1,0,1,0
88780,926298170110,"FUCK YOU DUMBASS ITS AN OPINION AND DONT DELETE DIS SHIT BECAUSE I HAVE RIGHT UNLIKE YOU GAY DEAD UGLY ASS MOTHER, I FUCKED HER TOO HARD. SUCKS FOR YOU AND DONT YOU FUCKING DARE DELETE THIS BITCH BECAUSE IT IS NOT VANDALISM IT IS ME REVALING YOUR GAY ASS LIFE 68.205.182.184",1,1,1,0,1,0
89018,928884556658,"Hello Dreadstar
You left a comment on my talk page about uncivil comments. I just wanted to let you know I've seen the err of my ways and have come here to rectify the mistake I made by not also personally attacking you, yourself. So I'd just like to take this opportunity to say suck my dirty ass you cow-fucking trisomic, and thank you  .",1,1,1,0,1,0
89160,930417024143,"Go fuck yourself asshole. By the way, this IP is an internet cafe so you can block me all the fuck you want. And Cunt, oops, I mean Cun, why don't you consider dusting your face for a reflection of an imbecile? Fucking arrogant prick.",1,1,1,0,1,0
89161,930425904059,"That's fucken offensive, you scumbag, wishing someone my age another year of voyeurism in a violent world!. . . .",1,1,1,0,1,0
89401,933028621542,"Wow I just your pic 

WTF!!

Plastic Surgery isn't that expensive BITCH!",1,1,1,0,1,0
89467,933751190041,"""I would like to extend a fat, robust FUCK YOU to the asshole who deleted my criticism of Schengen.  And you wonder why I continue to vandalize Wikipedia? Its because some fucking asshole from the Wiki community continually deletes whatever I post.  Yes I have used profanity, and yes I have often not followed protocols.  Yet when I have followed """"Wiki"""" protocols, even kindly worded comments are promptly deleted by the assholes of Dickipedia.  To all of you at Wikipedia, I extend a fat and boisterous FUCK YOUfor deleting my comments -)

""",1,1,1,0,1,0
89473,933854758839,"Hey
Listen dude, you need to stop being a little bitch about everything. You whine and whine and whine until the admins decide that they'll shut you up, by shoving a pacifier in your mouth in the form of whatever your 13-year old ass desires. Tell you what, go suck your mother's titties; you'll be farther then I am, but in a less than dignified way. Some people get off of incest; I wish you the best of luck with that.

Sincerely yours,
David

P.S.
Suck my fucking dick, you dumb bastard.",1,1,1,0,1,0
89490,934090328928,"hey jerk 

go write about gardening or britney spears or toby keith and FUCKING stop ruining articles on topics you have no damn clue about.",1,1,1,0,1,0
89731,936672281838,"Fuck you, you fucking gayass motherfucker.",1,1,1,0,1,0
89752,936949968466,"do you know what i say gas the mother fucking jews 

ANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEAC",1,1,1,0,0,1
89808,937693168535,SUCK MY PLUMS YOU STUPID SEPTIC CUNT,1,1,1,0,1,0
89976,939547298537,"YO B1TCH! 

you absolute fuk1ng little b1tch you wanna step up face to face toe to toe you fuk1ng absolute tiny little fuk1ng hopeless b1tch?124.180.159.192",1,1,1,0,1,0
90076,940615911114,"JEW 

Get the fuck out of here you jewish son of a bitch, I'll rape your fucking family if you don't leave you semite bastard. I will shoot you if you return, because you're a dirty semite, I hope you choke on a fucking bagel, prick. Shalom. We Came In?",1,1,1,1,1,1
90177,941699931618,"I AM SICK AND FUCKING TIRED OF SEEING THIS MOTHERFUCKER'S FACE. THIS ASSHOLE WAS A PIECE OF SHIT WHO MASTERMINDED THE MURDER OF 3,000 INNOCENT PEOPLE. FOR THIS COCKSUCKING ANTI-AMERICAN MOTHERFUCKER TO HAVE AN ARTICLE IS INSULTING TO EVERY VICTIM OF 9/11. IF I COULD EXHUME MOHAMMED ATTA'S BODY AND BRING HIM BACK TO LIFE, I WOULD. THEN I WOULD WATERBOARD HIM FOR DAYS ON END.",1,1,1,0,1,0
90419,944416275790,"hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!!

hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!!

hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!!hi my nahi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! mhi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! ehi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin life, i am a saaaaad little cunt!!!!!!!!!!!!! hi my name is monkeyman and i am a pedo and i need to get a fuckin",1,1,1,0,1,0
90508,945487201597,"The only thing you sons of biches can do. FUCK YOU.FUCK YOU.

Now block me properly. I can sign up again and do all the stuff again.",1,1,1,0,1,0
90673,946958759269,"FUCK YOU 

FUCK YOU ASSHOLE",1,1,1,0,1,0
90715,947446355460,FUCKING WANKER. FUCK OFF BEFORE I COME AND LEAVE U 6FT UNDER,1,1,1,1,1,0
90748,947784776197,"GO SUCK A DICK YOU BITCH, YOU CANT SOTP ME CUNT BAG",1,1,1,0,1,0
91069,951211235266,"""YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK",1,1,1,0,1,0
91131,951997189381,"""

    Where does it say that featured articles have different requirements then other articles? Jeepday 

        The whole point in to get citations for all articles so that they meet the WP:V requirements, I have noticed that tags quite often help by bringing this to attention of users, particularly new-ish users. Cheers SeanMack 

            I agree with Jeepday and SeanMack. Our ultimate goal should be for every article to be of FA quality.  Satori Son 

                That goal is not consensus among editors. But more importantly, inline citations for every fact are not an FA requirement; see WP:FA? section 1c. CMummert · talk 

2. I GAVE THE LINK TO WHAT I WAS REFERRING TO YOU FUCK SO HOW CAN YOU NOT SAY THAT I DID NOT PROVIDE A REFERENCE FUCKTARD? WELL LYING FUCK? 2. FUCKTARD HOW CAN I PROVIDE A REFERENCE TO A DELETED POST YOU FUCKIN MORON?

3: FUCKHOLE DEATHTARD, FOR THE SECOND TIME HERE IS THE CITATION FUCKHOLE AND THIS TIME ON DISPLAY FOR YOUR FUCKHOLE EYES:

Teacher knows something about Catholic bashing

   Posted by Alex Murphy

On Religion 02/22/2007 9:46:01 AM PST · 78 replies · 835+ views

The Bakersfield Californian ^ | Feb 21 2007 | LEONEL MARTINEZ My catechism teacher, Sister Mary Lou Petrillo, was a smart and scrappy nun who drilled into us the basics of Catholicism without demeaning other Christian churches or religions. Too bad Sister Mary Lou isn't available to teach a few intensive lessons on tolerance to the campaign people of presidential candidate John Edwards. Within the last few weeks, two bloggers for the former North Carolina senator resigned after being hit with criticism from conservative Catholic organizations angered by past anti-Catholic remarks the bloggers posted on the Web, according to CNN. Melissa McEwan and Amanda Marcotte quit after groups like the Catholic...

(EXPLETIVE DELETED) CATHOLIC BASHING (Reinhard)

   Posted by jazusamo

On News/Activism 02/15/2007 9:04:00 AM PST · 18 replies · 940+ views

The Oregonian ^ | February 15, 2007 | David Reinhard Welcome, ladies and gentlemen, it's time to play that favorite game of conservatives and Republicans  """"What if . . ."""" Todaywe have a special """"twofer"""" edition of the game that asks: """"What would happen if a Republican tried something like this?"""" Pay attention, double-standard mavens, because this is a multipronged question today: What if . . . . . . a Republican presidential candidate hired a blogmaster whose writings featured vile attacks on other religions and expletive-laced rants against those who disagreed with her? . . . the same Republican also hired another blogger whose writings featured similar...

""""The Catholic League"""", mighty champion of ....gay bashing and anti-semitism ? (Propaganda alert!)

   Posted by Joseph DeMaistre

On Religion 12/09/2006 8:55:50 PM PST · 21 replies · 592+ views

Talk to Action ^ | Sun Jun 25, 2006 | By Bruce Wilson Hate speech is typically the first line of attack employed by bullies, but bullies become emboldened when eliminationalist rhetoric is tolerated, and that societal acceptance can lead to far worse things. I've previously covered hate speech - see Enough Hate Spech To Stun An Ox, and Hatecrime.org has an extensive collection of hate speech targeting homosexuals. Suprisingly - or not - at least one individual whose statements are featured in that archive ( and also in collections of antisemitic rhetoric ) is also leader of a prominent Christian right group that claims to fight against anti-Catholic bias and discrimination who...

CATHOLIC-BASHING PLAYS ARE HOT

   Posted by NYer

On News/Activism 08/18/2006 3:46:38 PM PDT · 23 replies · 548+ views

Catholic League ^ | August 18, 2006 | Bill Donohue Bill Donohue, president of the Catholic League, offered the following comments today on the popularity of Catholic-bashing plays: “The Helen Hayes Theatre in New York must be experiencing hard times these days, otherwise it wouldn’t be home to ‘Kiki & Herb: Alive on Broadway.’ According to Variety, the play claims that the Catholic Church is run by the Nazis and that ‘the devil really does wear Prada’; the devil is the pope. To show how timely they are, the play’s producers manage to squeeze in a smack at Mel Gibson, dropping the line ‘now he wants the Jews to treat him...

The Unholy Battle for Rome(More Catholic & Papal bashing from the Left)

   Posted by kellynlaNE",1,1,1,0,1,0
91333,954085824244,You suck your family members' cocks!,1,1,1,0,1,0
91441,955061850343,he is a  real bastard  . he is a spy of Pinarayi and  doing work for  pinarayi  . oneday  the people  will realise this . Who he  is ? is he a  military officer to save the nation ? or a scientist ? or a farmer? who is he real bastard,1,1,1,0,1,0
91621,956923714391,THIS DUDE THAT BLOCKED ME IS A FUCKING COCK SUCKER!!!!!!!!!! HEXACHORD SUCK SOME DICK NEGRO,1,1,1,0,1,1
91676,957481042118,"Angry 

Fuck you bitch",1,1,1,0,1,0
91692,957676324165,"Fuck Off 

Fuck Off i do what i want bitch",1,1,1,0,1,0
91694,957683620245,"I LOVE SUCKING COCK!  

GIVE ME CUM OR GIVE ME DEATH!",1,1,1,0,0,0
91842,959187224695,"Fuck the shit out of you, Bharatveer! You deserved to be blocked for being biased towards China! Damn you to hell!",1,1,1,0,1,1
91885,959507074258,"Fuck you asshole 

Fucking Bastard
you son of a bitch, asshole, motherfucker, go fuck ur mothers cunt, trade ur wife sister",1,1,1,0,1,0
92163,962240018652,"asshole? 

congratualtions on being such a huge fucking asshole!!! Bongwarrior

65.75.190.17",1,1,1,0,1,0
92324,963992170598,Hey fuck you Hal Turner sent a death threat to me in teh mail yesterday. He's a RACIST Don't let him use this is a launch pad for thi NAZI ANTICS!,1,1,1,0,1,1
92368,964437837759,YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK YOU CAN SUCK MY LICK,1,1,1,0,1,0
92411,964860038201,FUCK YOU CRAZY FAGOTS!Italic text,1,1,1,0,1,1
92475,965348693766,"Your threats don't work, motherfucker. I don't care if you block this IP address forever. You'll never know who I am, you'll just prevent other people from using Wikipedia (which is fine by me) and I will continue to challenge your lies. I have plenty of IP addresses and plenty of user names.",1,1,1,0,0,0
92502,965616286424,"FUCK YOU NATLIE YOU DUMBASS CUNTBAG!
I HAVE A DYNAMIC IP
U CANNOT BAN ME
TOUGH SHIT AINT IT CUNT?

so go suck some random ass fuckers cock, before i vandalize your entire site..
B-I-O-T-C-H!

DONT MAKE ME COME FIND YOUR ASS IN OHIO, I READ YOUR WIKI ENTRY!
KNOCK KNOCK*
YOUR DUMB PUTTING THAT MUCH PERSONAL INFO OUT THERE AND CALLING OUT TROLLS WITH
DYNAMIC IP RANGES YOU DUMB BITCH!",1,1,1,0,1,0
